id,dep_stn,arr_stn,ac_code,dep_date,arr_date,weather,hobbs_meter,year_man,dep_country,arr_country,delay
TU 0374 ,TUN,ALG,TU 320IMU,2017-03-19 13:30:00,2017-03-19 14.45.00,sunny,6117,2011-03,Tunisia,Algeria,7.0
TU 0588 ,DJE,LYS,TU 736ION,2017-03-19 14:20:00,2017-03-19 16.40.00,stormy,4293,2011-03,Tunisia,France,8.0
TU 0711 ,TUN,CMN,TU 320IMV,2017-03-20 06:55:00,2017-03-20 09.40.00,cloudy,4301,2004-08,Tunisia,Morocco,42.0
TU 0996 ,TUN,NCE,TU 320IMR,2017-03-20 07:50:00,2017-03-20 09.20.00,foggy,5351,2003-02,Tunisia,France,16.0
TU 0526 ,TUN,DUS,TU 736IOP,2017-03-20 08:20:00,2017-03-20 11.05.00,sunny,7254,2004-08,Tunisia,Germany,18.0
TU 0708 ,TUN,ORN,TU 736IOM,2017-03-20 08:35:00,2017-03-20 10.25.00,windy,4427,2004-08,Tunisia,Algeria,27.0
TU 0931 ,MRS,TUN,TU 32AIMD,2017-03-20 09:50:00,2017-03-20 11.25.00,foggy,4390,2004-08,France,Tunisia,30.0
TU 0791 ,LGW,TUN,TU 31BIMO,2017-03-20 10:40:00,2017-03-20 13.30.00,foggy,9065,2004-08,United Kingdom,Tunisia,22.0
TU 0709 ,ORN,TUN,TU 736IOM,2017-03-20 11:15:00,2017-03-20 13.00.00,stormy,4427,2004-08,Algeria,Tunisia,30.0
TU 0527 ,DUS,TUN,TU 736IOP,2017-03-20 11:55:00,2017-03-20 14.35.00,cloudy,7254,2004-08,Germany,Tunisia,5.0
TU 0628 ,TUN,BOD,TU 736IOM,2017-03-20 14:00:00,2017-03-20 16.10.00,foggy,4427,2004-08,Tunisia,France,34.0
TU 0251 ,NCE,MIR,TU 736IOQ,2017-03-20 14:25:00,2017-03-20 16.10.00,stormy,5882,2010-01,France,Tunisia,5.0
TU 0246 ,TUN,SXB,TU 736IOP,2017-03-20 15:25:00,2017-03-20 17.45.00,windy,7254,2004-08,Tunisia,France,33.0
UG 0002 ,TUN,DJE,TU 736IOM,2017-03-21 06:15:00,2017-03-21 07.05.00,windy,4427,2004-08,Tunisia,Tunisia,14.0
TU 0701 ,ZRH,TUN,TU 32AIMH,2017-03-21 12:20:00,2017-03-21 14.30.00,rainy,7437,2011-03,Switzerland,Tunisia,16.0
UG 0008 ,TUN,DJE,TU 736IOP,2017-03-21 13:45:00,2017-03-21 14.45.00,cloudy,7254,2004-08,Tunisia,Tunisia,21.0
TU 0375 ,ALG,TUN,TU 332IFM,2017-03-21 16:00:00,2017-03-21 17.10.00,rainy,4076,2000-05,Algeria,Tunisia,45.0
TU 0713 ,TUN,JED,TU 332IFM,2017-03-21 18:40:00,2017-03-21 22.55.00,cloudy,4076,2000-05,Tunisia,Saudi Arabia,27.0
TU 5507 ,DJE,JED,TU 320IMR,2017-03-21 19:25:00,2017-03-21 23.40.00,cloudy,5351,2003-02,Tunisia,Saudi Arabia,20.0
TU 0397 ,ABJ,TUN,TU 320IMT,2017-03-21 22:40:00,2017-03-22 03.50.00,windy,8941,2010-01,Cote d'Ivoire,Tunisia,6.0
UG 1300 ,TUN,MLA,TU 32AIMH,2017-03-22 09:45:00,2017-03-22 10.40.00,windy,7437,2011-03,Tunisia,Malta,16.0
TU 0931 ,MRS,TUN,TU 32AIMM,2017-03-22 09:50:00,2017-03-22 11.25.00,sunny,5648,1999-11,France,Tunisia,35.0
TU 0635 ,ORY,DJE,TU 736IOQ,2017-03-22 10:15:00,2017-03-22 13.05.00,rainy,5882,2010-01,France,Tunisia,25.0
TU 0751 ,LYS,TUN,TU 320IMU,2017-03-22 10:40:00,2017-03-22 12.35.00,windy,6117,2011-03,France,Tunisia,22.0
TU 0722 ,TUN,ORY,TU 32AIMG,2017-03-22 15:10:00,2017-03-22 17.30.00,windy,5467,2004-08,Tunisia,France,8.0
TU 0216 ,TUN,IST,TU 32AIMF,2017-03-22 16:00:00,2017-03-22 18.35.00,foggy,4501,2003-02,Tunisia,Turkey,20.0
TU 0725 ,ORY,TUN,TU 32AIMH,2017-03-23 08:00:00,2017-03-23 10.25.00,rainy,7437,2011-03,France,Tunisia,7.0
TU 0752 ,TUN,FCO,TU 32AIMG,2017-03-23 08:20:00,2017-03-23 09.45.00,stormy,5467,2004-08,Tunisia,Italy,12.0
TU 0215 ,IST,TUN,TU 320IMT,2017-03-23 09:55:00,2017-03-23 12.45.00,rainy,8941,2010-01,Turkey,Tunisia,10.0
TU 0695 ,MRS,MIR,TU 31AIMJ,2017-03-23 10:15:00,2017-03-23 12.00.00,windy,3329,2004-08,France,Tunisia,11.0
TU 0712 ,CMN,TUN,TU 32AIMF,2017-03-23 10:30:00,2017-03-23 12.55.00,rainy,4501,2003-02,Morocco,Tunisia,10.0
TU 0717 ,ORY,TUN,TU 32AIMM,2017-03-23 10:50:00,2017-03-23 13.15.00,sunny,5648,1999-11,France,Tunisia,35.0
TU 0642 ,TUN,TUN,TU 736IOR,2017-03-23 13:40:00,2017-03-23 15.55.00,stormy,5040,2010-01,Tunisia,Tunisia,13.0
TU 0375 ,ALG,TUN,TU 32AIMP,2017-03-23 16:00:00,2017-03-23 17.10.00,foggy,7307,2007-05,Algeria,Tunisia,20.0
TU 0613 ,BKO,DKR,TU 320IMW,2017-03-23 20:30:00,2017-03-23 22.10.00,foggy,4086,2004-08,Mali,Senegal,30.0
TU 0725 ,ORY,TUN,TU 32AIMM,2017-03-24 08:00:00,2017-03-24 10.25.00,cloudy,5648,1999-11,France,Tunisia,5.0
TU 0718 ,TUN,ORY,TU 320IMT,2017-03-24 10:05:00,2017-03-24 12.25.00,stormy,8941,2010-01,Tunisia,France,22.0
TU 0712 ,CMN,TUN,TU 32AIMD,2017-03-24 10:30:00,2017-03-24 12.55.00,sunny,4390,2004-08,Morocco,Tunisia,14.0
TU 0902 ,TUN,MRS,TU 736IOM,2017-03-24 13:25:00,2017-03-24 15.05.00,sunny,4427,2004-08,Tunisia,France,39.0
TU 0374 ,TUN,ALG,TU 332IFM,2017-03-24 13:30:00,2017-03-24 14.45.00,foggy,4076,2000-05,Tunisia,Algeria,6.0
TU 0724 ,TUN,ORY,TU 320IMU,2017-03-24 18:30:00,2017-03-24 20.50.00,rainy,6117,2011-03,Tunisia,France,34.0
TU 5519 ,TUN,MED,TU 320IMT,2017-03-24 18:50:00,2017-03-24 22.50.00,sunny,8941,2010-01,Tunisia,Saudi Arabia,20.0
TU 0913 ,TUN,MED,TU 332IFN,2017-03-24 20:00:00,2017-03-25 00.00.00,foggy,6374,2009-04,Tunisia,Saudi Arabia,36.0
TU 0613 ,BKO,TUN,TU 320IMW,2017-03-25 01:40:00,2017-03-25 06.15.00,sunny,4086,2004-08,Mali,Tunisia,25.0
TU 5510 ,MED,TUN,TU 320IMR,2017-03-25 02:15:00,2017-03-25 06.55.00,windy,5351,2003-02,Saudi Arabia,Tunisia,40.0
TU 9003 ,TUN,DJE,TU 32AIMH,2017-03-25 02:55:00,2017-03-25 03.50.00,sunny,7437,2011-03,Tunisia,Tunisia,14.0
TU 0789 ,BRU,TUN,TU 320IMW,2017-03-25 11:25:00,2017-03-25 14.05.00,windy,4086,2004-08,Belgium,Tunisia,23.0
TU 0602 ,TUN,ZRH,TU 736IOP,2017-03-25 14:30:00,2017-03-25 16.35.00,cloudy,7254,2004-08,Tunisia,Switzerland,45.0
TU 0722 ,TUN,ORY,TU 32AIMP,2017-03-25 15:10:00,2017-03-25 17.30.00,cloudy,7307,2007-05,Tunisia,France,24.0
TU 0903 ,MRS,TUN,TU 32AIMM,2017-03-25 15:55:00,2017-03-25 17.30.00,stormy,5648,1999-11,France,Tunisia,34.0
TU 0440 ,MIR,ORY,TU 736ION,2017-03-26 05:05:00,2017-03-26 07.30.00,foggy,4293,2011-03,Tunisia,France,21.0
TU 0338 ,TUN,ALG,TU 332IFN,2017-03-26 07:55:00,2017-03-26 09.15.00,rainy,6374,2009-04,Tunisia,Algeria,18.0
TU 0752 ,TUN,FCO,TU 31BIMQ,2017-03-26 08:20:00,2017-03-26 09.40.00,stormy,7582,2003-02,Tunisia,Italy,13.0
TU 0751 ,LYS,TUN,TU 32AIMG,2017-03-26 10:40:00,2017-03-26 12.35.00,rainy,5467,2004-08,France,Tunisia,20.0
TU 0462 ,MIR,LYS,TU 736ION,2017-03-26 11:50:00,2017-03-26 13.50.00,rainy,4293,2011-03,Tunisia,France,47.0
TU 0282 ,TUN,TLS,TU 32AIML,2017-03-26 13:20:00,2017-03-26 15.15.00,rainy,6767,2010-01,Tunisia,France,21.0
TU 0374 ,TUN,ALG,TU 32AIMF,2017-03-26 13:50:00,2017-03-26 15.10.00,sunny,4501,2003-02,Tunisia,Algeria,31.0
TU 0856 ,TUN,MXP,TU 736IOP,2017-03-26 14:00:00,2017-03-26 15.45.00,windy,7254,2004-08,Tunisia,Italy,10.0
TU 0723 ,ORY,TUN,TU 32AIMP,2017-03-26 17:50:00,2017-03-26 20.15.00,windy,7307,2007-05,France,Tunisia,40.0
TU 0542 ,TUN,MUC,TU 736IOR,2017-03-27 06:55:00,2017-03-27 09.10.00,foggy,5040,2010-01,Tunisia,Germany,4.0
TU 0931 ,MRS,TUN,TU 32AIMG,2017-03-27 08:50:00,2017-03-27 10.25.00,sunny,5467,2004-08,France,Tunisia,15.0
TU 0841 ,TUN,CKY,TU 320IMU,2017-03-27 09:30:00,2017-03-27 14.55.00,cloudy,6117,2011-03,Tunisia,Guinea,27.0
TU 0635 ,ORY,DJE,TU 32AIMH,2017-03-27 09:50:00,2017-03-27 12.35.00,rainy,7437,2011-03,France,Tunisia,46.0
TU 0440 ,MIR,ORY,TU 736ION,2017-03-27 11:50:00,2017-03-27 14.20.00,cloudy,4293,2011-03,Tunisia,France,46.0
TU 0790 ,TUN,LGW,TU 320IMS,2017-03-27 12:25:00,2017-03-27 15.10.00,foggy,8987,2003-02,Tunisia,United Kingdom,14.0
TU 0247 ,SXB,TUN,TU 736IOR,2017-03-27 16:20:00,2017-03-27 18.35.00,rainy,5040,2010-01,France,Tunisia,35.0
TU 0723 ,ORY,TUN,TU 32AIMD,2017-03-27 17:50:00,2017-03-27 20.15.00,rainy,4390,2004-08,France,Tunisia,30.0
TU 0724 ,TUN,ORY,TU 32AIMG,2017-03-27 18:20:00,2017-03-27 20.40.00,foggy,5467,2004-08,Tunisia,France,17.0
TU 9950 ,TUN,TUN,TU 32AIMP,2017-03-28 04:30:00,2017-03-28 05.45.00,cloudy,7307,2007-05,Tunisia,Tunisia,47.0
TU 0880 ,TUN,AMS,TU 736IOR,2017-03-28 05:50:00,2017-03-28 08.40.00,rainy,5040,2010-01,Tunisia,Netherlands,6.0
TU 0752 ,TUN,FCO,TU 31BIMQ,2017-03-28 08:20:00,2017-03-28 09.45.00,cloudy,7582,2003-02,Tunisia,Italy,9.0
TU 9975 ,TUN,TUN,TU 32AIMN,2017-03-28 09:00:00,2017-03-28 10.30.00,foggy,7003,2007-05,Tunisia,Tunisia,49.0
TU 0903 ,MRS,TUN,TU 32AIMG,2017-03-28 13:50:00,2017-03-28 15.25.00,stormy,5467,2004-08,France,Tunisia,10.0
TU 0722 ,TUN,ORY,TU 332IFN,2017-03-28 13:55:00,2017-03-28 16.20.00,windy,6374,2009-04,Tunisia,France,13.0
TU 0611 ,CZL,TUN,TU 736IOR,2017-03-28 16:40:00,2017-03-28 17.30.00,windy,5040,2010-01,Algeria,Tunisia,15.0
TU 0217 ,IST,TUN,TU 32AIMM,2017-03-28 19:35:00,2017-03-28 22.25.00,sunny,5648,1999-11,Turkey,Tunisia,31.0
TU 0526 ,TUN,DUS,TU 736IOR,2017-03-29 06:25:00,2017-03-29 09.10.00,rainy,5040,2010-01,Tunisia,Germany,5.0
TU 0903 ,MRS,TUN,TU 32AIMN,2017-03-29 13:50:00,2017-03-29 15.25.00,cloudy,7003,2007-05,France,Tunisia,36.0
TU 0217 ,IST,TUN,TU 32AIMP,2017-03-29 19:35:00,2017-03-29 22.25.00,rainy,7307,2007-05,Turkey,Tunisia,6.0
TU 0716 ,TUN,ORY,TU 32AIMF,2017-03-30 06:00:00,2017-03-30 08.20.00,cloudy,4501,2003-02,Tunisia,France,28.0
TU 0788 ,TUN,BRU,TU 320IMR,2017-03-30 07:30:00,2017-03-30 10.05.00,foggy,5351,2003-02,Tunisia,Belgium,5.0
TU 0708 ,TUN,ORN,TU 320IMS,2017-03-30 09:20:00,2017-03-30 11.10.00,sunny,8987,2003-02,Tunisia,Algeria,18.0
TU 0753 ,FCO,TUN,TU 31BIMQ,2017-03-30 10:45:00,2017-03-30 12.00.00,foggy,7582,2003-02,Italy,Tunisia,10.0
TU 0642 ,TUN,VIE,TU 320IMT,2017-03-30 13:45:00,2017-03-30 16.00.00,windy,8941,2010-01,Tunisia,Austria,23.0
TU 0374 ,TUN,ALG,TU 320IMU,2017-03-30 13:50:00,2017-03-30 15.10.00,foggy,6117,2011-03,Tunisia,Algeria,16.0
TU 0723 ,ORY,TUN,TU 32AIMN,2017-03-30 17:50:00,2017-03-30 20.15.00,foggy,7003,2007-05,France,Tunisia,13.0
TU 0713 ,TUN,JED,TU 332IFN,2017-03-30 18:55:00,2017-03-30 23.10.00,sunny,6374,2009-04,Tunisia,Saudi Arabia,33.0
TU 0913 ,TUN,MED,TU 320IMS,2017-03-30 19:40:00,2017-03-30 23.40.00,stormy,8987,2003-02,Tunisia,Saudi Arabia,16.0
TU 0648 ,DJE,FRA,TU 736IOQ,2017-03-31 05:05:00,2017-03-31 08.05.00,sunny,5882,2010-01,Tunisia,Germany,7.0
TU 0880 ,TUN,AMS,TU 736IOR,2017-03-31 05:50:00,2017-03-31 08.40.00,foggy,5040,2010-01,Tunisia,Netherlands,14.0
TU 0526 ,TUN,TUN,TU 32AIMN,2017-03-31 06:25:00,2017-03-31 09.10.00,sunny,7003,2007-05,Tunisia,Tunisia,33.0
TU 0283 ,TLS,TUN,TU 320IMU,2017-03-31 10:05:00,2017-03-31 12.00.00,foggy,6117,2011-03,France,Tunisia,10.0
TU 0751 ,LYS,TUN,TU 320IMS,2017-03-31 10:40:00,2017-03-31 12.35.00,foggy,8987,2003-02,France,Tunisia,23.0
TU 0789 ,BRU,TUN,TU 32AIML,2017-03-31 11:00:00,2017-03-31 13.35.00,stormy,6767,2010-01,Belgium,Tunisia,17.0
TU 0374 ,TUN,ALG,TU 332IFN,2017-03-31 13:50:00,2017-03-31 15.10.00,cloudy,6374,2009-04,Tunisia,Algeria,33.0
TU 0441 ,ORY,MIR,TU 736ION,2017-03-31 15:10:00,2017-03-31 17.45.00,sunny,4293,2011-03,France,Tunisia,15.0
TU 0607 ,MAD,TUN,TU 31BIMO,2017-03-31 17:25:00,2017-03-31 19.30.00,windy,9065,2004-08,Spain,Tunisia,24.0
TU 0997 ,NCE,TUN,TU 320IMS,2017-04-01 10:15:00,2017-04-01 11.50.00,foggy,8987,2003-02,France,Tunisia,9.0
TU 0751 ,LYS,TUN,TU 320IMW,2017-04-01 10:40:00,2017-04-01 12.35.00,windy,4086,2004-08,France,Tunisia,45.0
TU 0757 ,MXP,TUN,TU 32AIMN,2017-04-01 11:10:00,2017-04-01 13.05.00,stormy,7003,2007-05,Italy,Tunisia,40.0
TU 0441 ,ORY,MIR,TU 736ION,2017-04-01 15:05:00,2017-04-01 17.35.00,stormy,4293,2011-03,France,Tunisia,25.0
TU 0319 ,LIS,TUN,TU 31BIMO,2017-04-01 18:25:00,2017-04-01 21.05.00,sunny,9065,2004-08,Portugal,Tunisia,17.0
TU 6017 ,TUN,DJE,TU 320IMR,2017-04-01 19:15:00,2017-04-01 20.05.00,cloudy,5351,2003-02,Tunisia,Tunisia,8.0
TU 0215 ,IST,TUN,TU 320IMW,2017-04-01 23:20:00,2017-04-02 02.10.00,foggy,4086,2004-08,Turkey,Tunisia,39.0
TU 6022 ,MED,TOE,TU 320IMS,2017-04-02 04:30:00,2017-04-02 09.30.00,rainy,8987,2003-02,Saudi Arabia,Tunisia,31.0
TU 6290 ,DJE,CDG,TU 736IOR,2017-04-02 07:55:00,2017-04-02 10.45.00,sunny,5040,2010-01,Tunisia,France,6.0
TU 0997 ,NCE,TUN,TU 32AIMF,2017-04-02 10:15:00,2017-04-02 11.50.00,cloudy,4501,2003-02,France,Tunisia,7.0
TU 0852 ,TUN,FCO,TU 31BIMQ,2017-04-02 12:50:00,2017-04-02 14.15.00,sunny,7582,2003-02,Tunisia,Italy,13.0
TU 0628 ,TUN,BOD,TU 736IOP,2017-04-02 13:20:00,2017-04-02 15.30.00,stormy,7254,2004-08,Tunisia,France,24.0
TU 0397 ,TUN,ABJ,TU 320IMW,2017-04-02 16:20:00,2017-04-02 21.40.00,rainy,4086,2004-08,Tunisia,Cote d'Ivoire,18.0
TU 0564 ,NKC,TUN,TU 31BIMQ,2017-04-03 00:30:00,2017-04-03 04.45.00,stormy,7582,2003-02,Mauritania,Tunisia,4.0
TU 0542 ,TUN,MUC,TU 32AIMF,2017-04-03 06:55:00,2017-04-03 09.10.00,stormy,4501,2003-02,Tunisia,Germany,10.0
TU 0700 ,TUN,GVA,TU 320IMS,2017-04-03 08:10:00,2017-04-03 10.05.00,foggy,8987,2003-02,Tunisia,Switzerland,33.0
TU 0527 ,DUS,TUN,TU 32AIMD,2017-04-03 17:20:00,2017-04-03 20.00.00,stormy,4390,2004-08,Germany,Tunisia,20.0
TU 0607 ,MAD,TUN,TU 32AIMG,2017-04-03 17:25:00,2017-04-03 19.35.00,foggy,5467,2004-08,Spain,Tunisia,22.0
TU 0713 ,TUN,JED,TU 332IFN,2017-04-03 18:55:00,2017-04-03 23.10.00,windy,6374,2009-04,Tunisia,Saudi Arabia,16.0
TU 0913 ,TUN,MED,TU 332IFM,2017-04-03 19:20:00,2017-04-03 23.25.00,foggy,4076,2000-05,Tunisia,Saudi Arabia,49.0
TU 0725 ,ORY,TUN,TU 32AIMH,2017-04-04 06:00:00,2017-04-04 08.25.00,foggy,7437,2011-03,France,Tunisia,37.0
TU 0850 ,TUN,LYS,TU 736IOQ,2017-04-04 14:00:00,2017-04-04 15.50.00,windy,5882,2010-01,Tunisia,France,13.0
TU 6005 ,TOE,MED,TU 320IMT,2017-04-04 17:20:00,2017-04-04 21.30.00,stormy,8941,2010-01,Tunisia,Saudi Arabia,10.0
TU 0724 ,TUN,ORY,TU 32AIMH,2017-04-04 18:20:00,2017-04-04 20.40.00,rainy,7437,2011-03,Tunisia,France,23.0
TU 0217 ,IST,TUN,TU 32AIMP,2017-04-04 19:35:00,2017-04-04 22.25.00,stormy,7307,2007-05,Turkey,Tunisia,15.0
TU 0725 ,ORY,TUN,TU 32AIMH,2017-04-05 06:00:00,2017-04-05 08.25.00,rainy,7437,2011-03,France,Tunisia,20.0
TU 0996 ,TUN,NCE,TU 32AIMP,2017-04-05 07:50:00,2017-04-05 09.20.00,foggy,7307,2007-05,Tunisia,France,8.0
TU 0717 ,ORY,TUN,TU 320IMW,2017-04-05 09:20:00,2017-04-05 11.45.00,rainy,4086,2004-08,France,Tunisia,20.0
TU 0514 ,TUN,BCN,TU 32AIMP,2017-04-05 12:50:00,2017-04-05 14.35.00,windy,7307,2007-05,Tunisia,Spain,24.0
TU 0282 ,TUN,TLS,TU 736IOP,2017-04-05 13:25:00,2017-04-05 15.20.00,cloudy,7254,2004-08,Tunisia,France,39.0
TU 0606 ,TUN,MAD,TU 32AIMM,2017-04-05 14:15:00,2017-04-05 16.20.00,sunny,5648,1999-11,Tunisia,Spain,4.0
TU 0217 ,IST,TUN,TU 32AIMD,2017-04-05 19:35:00,2017-04-05 22.25.00,windy,4390,2004-08,Turkey,Tunisia,8.0
TU 0725 ,ORY,TUN,TU 32AIMH,2017-04-06 06:00:00,2017-04-06 08.25.00,rainy,7437,2011-03,France,Tunisia,10.0
TU 0930 ,TUN,MRS,TU 736IOM,2017-04-06 06:25:00,2017-04-06 08.00.00,foggy,4427,2004-08,Tunisia,France,8.0
TU 0813 ,TUN,CAI,TU 320IMT,2017-04-06 07:05:00,2017-04-06 10.05.00,rainy,8941,2010-01,Tunisia,Egypt,8.0
TU 0712 ,CMN,TUN,TU 32AIMF,2017-04-06 10:35:00,2017-04-06 13.00.00,cloudy,4501,2003-02,Morocco,Tunisia,13.0
TU 0515 ,BCN,TUN,TU 31AIMJ,2017-04-06 10:40:00,2017-04-06 12.15.00,foggy,3329,2004-08,Spain,Tunisia,13.0
TU 0814 ,CAI,TUN,TU 320IMT,2017-04-06 10:55:00,2017-04-06 14.10.00,windy,8941,2010-01,Egypt,Tunisia,30.0
TU 0208 ,TUN,NTE,TU 736IOM,2017-04-06 13:20:00,2017-04-06 15.45.00,stormy,4427,2004-08,Tunisia,France,14.0
TU 0209 ,NTE,TUN,TU 736IOM,2017-04-06 16:30:00,2017-04-06 18.50.00,foggy,4427,2004-08,France,Tunisia,9.0
TU 0681 ,MRS,MIR,TU 736IOP,2017-04-06 19:35:00,2017-04-06 21.15.00,stormy,7254,2004-08,France,Tunisia,5.0
TU 0735 ,TOE,DJE,TU 32AIMG,2017-04-06 22:25:00,2017-04-06 22.55.00,rainy,5467,2004-08,Tunisia,Tunisia,25.0
TU 0648 ,DJE,FRA,TU 736IOR,2017-04-07 05:05:00,2017-04-07 08.05.00,rainy,5040,2010-01,Tunisia,Germany,25.0
TU 0847 ,TUN,BEY,TU 320IMU,2017-04-07 07:00:00,2017-04-07 10.15.00,rainy,6117,2011-03,Tunisia,Lebanon,20.0
TU 0514 ,TUN,BCN,TU 32AIML,2017-04-07 08:05:00,2017-04-07 09.50.00,windy,6767,2010-01,Tunisia,Spain,14.0
TU 0498 ,DJE,MUC,TU 736IOR,2017-04-07 12:25:00,2017-04-07 14.55.00,sunny,5040,2010-01,Tunisia,Germany,35.0
TU 0466 ,TUN,HAM,TU 32AIMG,2017-04-07 15:10:00,2017-04-07 18.05.00,rainy,5467,2004-08,Tunisia,Germany,46.0
TU 0723 ,ORY,TUN,TU 32AIMF,2017-04-07 17:50:00,2017-04-07 20.20.00,cloudy,4501,2003-02,France,Tunisia,37.0
TU 0928 ,TUN,MRS,TU 32AIMP,2017-04-07 18:55:00,2017-04-07 20.30.00,stormy,7307,2007-05,Tunisia,France,42.0
TU 0706 ,CMN,TUN,TU 31BIMQ,2017-04-07 21:00:00,2017-04-07 23.25.00,cloudy,7582,2003-02,Morocco,Tunisia,21.0
TU 0467 ,TUN,DJE,TU 32AIMG,2017-04-07 22:35:00,2017-04-07 23.30.00,rainy,5467,2004-08,Tunisia,Tunisia,11.0
TU 0711 ,TUN,CMN,TU 320IMV,2017-04-08 07:00:00,2017-04-08 09.40.00,rainy,4301,2004-08,Tunisia,Morocco,7.0
TU 0744 ,TUN,FRA,TU 320IMU,2017-04-08 07:05:00,2017-04-08 09.40.00,sunny,6117,2011-03,Tunisia,Germany,21.0
TU 0750 ,TUN,LYS,TU 32AIMM,2017-04-08 08:00:00,2017-04-08 09.50.00,sunny,5648,1999-11,Tunisia,France,5.0
TU 0215 ,IST,TUN,TU 32AIMM,2017-04-08 23:20:00,2017-04-09 02.10.00,foggy,5648,1999-11,Turkey,Tunisia,35.0
TU 0996 ,TUN,NCE,TU 736ION,2017-04-09 07:50:00,2017-04-09 09.20.00,rainy,4293,2011-03,Tunisia,France,7.0
TU 0789 ,BRU,TUN,TU 32AIMP,2017-04-09 11:00:00,2017-04-09 13.35.00,windy,7307,2007-05,Belgium,Tunisia,20.0
TU 0721 ,ORY,TUN,TU 332IFN,2017-04-09 14:55:00,2017-04-09 17.20.00,rainy,6374,2009-04,France,Tunisia,15.0
TU 0857 ,MXP,TUN,TU 31BIMQ,2017-04-09 16:35:00,2017-04-09 18.30.00,foggy,7582,2003-02,Italy,Tunisia,8.0
TU 0543 ,MUC,TUN,TU 32AIMH,2017-04-10 10:10:00,2017-04-10 12.25.00,windy,7437,2011-03,Germany,Tunisia,8.0
TU 0526 ,TUN,DUS,TU 32AIML,2017-04-10 13:45:00,2017-04-10 16.30.00,windy,6767,2010-01,Tunisia,Germany,28.0
TU 0441 ,ORY,MIR,TU 736IOP,2017-04-10 15:10:00,2017-04-10 17.45.00,windy,7254,2004-08,France,Tunisia,10.0
TU 0735 ,ORY,DJE,TU 736IOR,2017-04-10 17:10:00,2017-04-10 19.55.00,rainy,5040,2010-01,France,Tunisia,20.0
TU 0607 ,MAD,TUN,TU 320IMT,2017-04-10 17:25:00,2017-04-10 19.35.00,stormy,8941,2010-01,Spain,Tunisia,40.0
TU 0723 ,ORY,TUN,TU 32AIMM,2017-04-10 17:50:00,2017-04-10 20.15.00,foggy,5648,1999-11,France,Tunisia,42.0
TU 0602 ,TUN,ZRH,TU 736IOM,2017-04-11 06:10:00,2017-04-11 08.15.00,sunny,4427,2004-08,Tunisia,Switzerland,6.0
TU 0881 ,AMS,TUN,TU 736IOQ,2017-04-11 09:30:00,2017-04-11 12.25.00,stormy,5882,2010-01,Netherlands,Tunisia,20.0
TU 0753 ,FCO,TUN,TU 32AIMH,2017-04-11 10:45:00,2017-04-11 12.00.00,rainy,7437,2011-03,Italy,Tunisia,7.0
TU 0643 ,VIE,PRG,TU 320IMR,2017-04-11 11:20:00,2017-04-11 12.15.00,foggy,5351,2003-02,Austria,Czech Republic,19.0
TU 0720 ,TUN,ORY,TU 32AIMM,2017-04-11 12:35:00,2017-04-11 14.55.00,sunny,5648,1999-11,Tunisia,France,44.0
TU 0643 ,PRG,TUN,TU 320IMR,2017-04-11 13:05:00,2017-04-11 15.25.00,stormy,5351,2003-02,Czech Republic,Tunisia,5.0
TU 0700 ,TUN,GVA,TU 32AIMG,2017-04-11 13:25:00,2017-04-11 15.20.00,stormy,5467,2004-08,Tunisia,Switzerland,12.0
TU 0791 ,LHR,TUN,TU 32AIML,2017-04-11 16:55:00,2017-04-11 19.50.00,windy,6767,2010-01,United Kingdom,Tunisia,30.0
TU 9003 ,TUN,DJE,TU 32AIMF,2017-04-12 04:20:00,2017-04-12 05.15.00,cloudy,4501,2003-02,Tunisia,Tunisia,29.0
TU 0542 ,TUN,MUC,TU 736IOQ,2017-04-12 06:55:00,2017-04-12 09.10.00,cloudy,5882,2010-01,Tunisia,Germany,8.0
TU 0527 ,DUS,TUN,TU 736ION,2017-04-12 10:00:00,2017-04-12 12.40.00,foggy,4293,2011-03,Germany,Tunisia,18.0
TU 0246 ,TUN,SXB,TU 31AIMJ,2017-04-12 13:10:00,2017-04-12 15.30.00,sunny,3329,2004-08,Tunisia,France,23.0
TU 0247 ,SXB,TUN,TU 31AIMJ,2017-04-12 16:20:00,2017-04-12 18.35.00,windy,3329,2004-08,France,Tunisia,18.0
TU 0399 ,TUN,ABJ,TU 320IMR,2017-04-12 16:20:00,2017-04-12 21.40.00,stormy,5351,2003-02,Tunisia,Cote d'Ivoire,38.0
TU 0711 ,TUN,CMN,TU 320IMW,2017-04-13 07:00:00,2017-04-13 09.40.00,windy,4086,2004-08,Tunisia,Morocco,18.0
TU 0788 ,TUN,BRU,TU 32AIML,2017-04-13 07:30:00,2017-04-13 10.05.00,cloudy,6767,2010-01,Tunisia,Belgium,22.0
TU 0753 ,FCO,TUN,TU 736IOM,2017-04-13 10:45:00,2017-04-13 12.00.00,foggy,4427,2004-08,Italy,Tunisia,16.0
TU 0440 ,MIR,ORY,TU 736IOP,2017-04-13 11:50:00,2017-04-13 14.20.00,sunny,7254,2004-08,Tunisia,France,6.0
TU 0610 ,TUN,CZL,TU 32AIMM,2017-04-13 13:00:00,2017-04-13 13.50.00,stormy,5648,1999-11,Tunisia,Algeria,25.0
TU 0208 ,TUN,NTE,TU 736IOQ,2017-04-13 13:20:00,2017-04-13 15.45.00,windy,5882,2010-01,Tunisia,France,29.0
